metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2018,Spencer,KY,us-ky-215,0.15
Metropolitan,2018,Trigg,KY,us-ky-221,0.38095238095238
Metropolitan,2018,Warren,KY,us-ky-227,0.16121495327103
Metropolitan,2018,Woodford,KY,us-ky-239,0.19047619047619
Metropolitan,2018,Acadia,LA,us-la-001,0.30985915492958
Metropolitan,2018,Ascension,LA,us-la-005,0.12213740458015
Metropolitan,2018,Assumption,LA,us-la-007,0
Metropolitan,2018,Bossier,LA,us-la-015,0.08071748878924
Metropolitan,2018,Caddo,LA,us-la-017,0.12264606470304
Metropolitan,2018,Calcasieu,LA,us-la-019,0.22112211221122
Metropolitan,2018,Cameron,LA,us-la-023,0
Metropolitan,2018,"De Soto",LA,us-la-031,0.28571428571429
Metropolitan,2018,"East Baton Rouge",LA,us-la-033,0.14478848669865
Metropolitan,2018,"East Feliciana",LA,us-la-037,0.28
Metropolitan,2018,Grant,LA,us-la-043,0
Metropolitan,2018,Iberia,LA,us-la-045,0.21428571428571
